transcript_id,SRR24630900,SRR24630901,SRR24630902,SRR24630917,SRR24630918,SRR24630919,SRR24630920,SRR24630954,SRR24630955
CaT2T03g01314-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g00164-mRNA,154,131,122,169,188,192,221,143,153
CaT2T05g01659-mRNA,7,21,23,51,60,40,50,17,55
CaT2T10g02956-mRNA,44,33,33,4,91,38,40,0,0
CaT2T04g02488-mRNA,0,24,31,98,12,22,27,67,83
CaT2T03g02539-mRNA,0,0,0,0,0,0,0,0,0
CaT2T11g01729-mRNA,37,36,42,38,42,55,53,57,46
CaT2T11g01771-mRNA,57,62,85,41,48,103,78,31,25
CaT2T01g03476-mRNA,34,51,63,24,13,34,34,14,11
CaT2T04g00908-mRNA,208,177,222,384,377,407,286,312,347
CaT2T02g04163-mRNA,5,6,5,52,34,22,43,42,48
CaT2T09g01095-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g04509-mRNA,17,34,43,47,67,48,45,41,19
CaT2T03g02656-mRNA,0,0,0,0,0,0,0,0,0
CaT2T11g01607-mRNA,568,618,570,1013,1016,1038,1175,857,797
CaT2T01g00099-mRNA,2,3,0,0,13,10,9,5,0
CaT2T05g01195-mRNA,0,0,0,0,0,0,0,0,0
CaT2T11g00011-mRNA,0,0,0,0,0,0,0,0,0
CaT2T08g00142-mRNA,0,0,0,0,0,0,0,0,0
CaT2T04g00378-mRNA,106,87,87,333,134,147,110,288,303
CaT2T03g02776-mRNA,5,0,2,3,4,3,2,3,3
CaT2T03g04877-mRNA,0,0,0,0,0,0,0,0,0
CaT2T08g00685-mRNA,0,0,0,0,0,0,0,0,0
CaT2T06g00426-mRNA,7,16,23,18,21,12,24,25,23
CaT2T09g00327-mRNA,158,200,198,431,317,275,276,311,310
CaT2T09g01063-mRNA,27,26,45,99,79,69,62,80,65
CaT2T03g00284-mRNA,14,17,0,19,0,0,6,15,14
CaT2T07g03142-mRNA,13,12,12,36,25,33,25,15,17
CaT2T02g00304-mRNA,46,40,77,171,102,72,47,116,133
CaT2T09g00477-mRNA,27,22,37,32,21,29,27,14,23
CaT2T08g02066-mRNA,107,116,115,149,213,185,217,154,169
CaT2T11g01439-mRNA,45,59,65,42,114,115,82,84,58
CaT2T02g02914-mRNA,84,90,123,151,154,120,146,99,112
CaT2T12g02170-mRNA,22,25,20,10,23,48,53,6,13
CaT2T01g00464-mRNA,38,42,31,46,54,77,96,76,43
CaT2T09g00967-mRNA,529,620,797,835,886,903,922,591,634
CaT2T04g02978-mRNA,0,0,0,0,0,0,0,0,0
CaT2T07g00145-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g02047-mRNA,0,2,0,0,4,4,0,0,0
CaT2T10g00912-mRNA,30,32,41,62,104,71,91,59,46
CaT2T01g05603-mRNA,0,0,0,2,0,0,0,0,0
CaT2T09g02219-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g01672-mRNA,0,0,0,0,0,0,0,0,0
CaT2T06g03284-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g00089-mRNA,124,232,148,277,213,229,278,296,193
CaT2T12g02026-mRNA,0,17,12,1336,22,28,21,423,415
CaT2T04g00639-mRNA,0,0,0,0,0,0,0,0,0
CaT2T07g02857-mRNA,571,822,761,1159,859,916,1025,884,981
CaT2T11g02409-mRNA,54,26,41,70,17,39,38,40,24
CaT2T07g02327-mRNA,2,0,0,0,0,0,0,0,0
CaT2T05g02878-mRNA,0,0,0,0,0,0,0,0,0
CaT2T07g01900-mRNA,0,0,0,0,0,0,0,0,0
CaT2T06g03614-mRNA,0,0,0,0,0,0,0,0,0
CaT2T06g00773-mRNA,74,57,118,66,28,75,43,41,45
CaT2T11g01267-mRNA,304,366,411,606,679,621,552,513,515
CaT2T03g01011-mRNA,0,0,0,0,0,0,2,0,0
CaT2T03g03093-mRNA,11781,11184,10571,9484,6575,11964,9995,7229,7515
CaT2T02g02279-mRNA,29,29,45,16,46,49,37,30,9
CaT2T12g02102-mRNA,9,6,10,5,20,15,18,11,9
CaT2T07g02855-mRNA,0,0,0,0,0,0,0,0,0
CaT2T07g00527-mRNA,753,932,1048,917,852,1054,801,830,859
CaT2T07g00834-mRNA,82,130,120,191,212,155,167,119,134
CaT2T09g02622-mRNA,151,131,137,82,249,243,205,85,80
CaT2T04g02774-mRNA,206,192,314,567,433,437,314,446,394
CaT2T09g03151-mRNA,47,36,47,26,72,89,70,29,41
CaT2T06g03372-mRNA,6,0,0,0,19,18,22,20,8
CaT2T09g01546-mRNA,0,0,0,0,0,0,0,0,0
CaT2T10g00112-mRNA,94,152,103,192,181,220,218,210,235
CaT2T09g01336-mRNA,176,240,214,267,283,304,282,242,203
CaT2T11g01130-mRNA,89,114,155,239,232,191,178,159,136
CaT2T02g00185-mRNA,18,0,11,24,25,13,16,4,11
CaT2T01g00436-mRNA,372,362,441,416,418,509,354,391,282
CaT2T03g02140-mRNA,180,240,265,340,339,386,365,317,409
CaT2T12g01423-mRNA,0,0,0,0,0,0,0,0,0
CaT2T06g01202-mRNA,119,142,180,269,198,171,129,168,185
CaT2T12g00825-mRNA,0,0,0,0,0,0,0,3,7
CaT2T01g01502-mRNA,0,0,0,0,0,0,0,0,0
CaT2T06g02340-mRNA,7,14,12,39,25,34,38,46,30
CaT2T07g03369-mRNA,198,266,231,185,278,290,294,171,193
CaT2T07g01938-mRNA,111,157,163,282,203,263,143,265,210
CaT2T05g02851-mRNA,93,131,154,164,206,155,155,118,106
CaT2T03g04329-mRNA,31,62,75,37,208,90,103,35,52
CaT2T12g01615-mRNA,746,809,1370,1720,1381,1150,974,1270,1202
CaT2T02g01013-mRNA,10,6,19,19,11,14,22,12,5
CaT2T03g04489-mRNA,19,59,26,278,74,55,115,73,67
CaT2T12g01731-mRNA,0,0,0,0,0,0,0,0,0
CaT2T05g00244-mRNA,0,0,0,0,0,0,0,0,0
CaT2T04g02896-mRNA,86,168,149,116,152,180,141,139,82
CaT2T10g02425-mRNA,26,40,38,125,56,46,42,88,76
CaT2T09g02339-mRNA,117,191,137,157,174,281,329,170,128
CaT2T04g01195-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g01799-mRNA,80,64,62,181,207,179,182,241,194
CaT2T01g06014-mRNA,134,111,162,215,185,177,186,165,147
CaT2T11g00494-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g01142-mRNA,219,305,308,195,329,355,364,144,185
CaT2T10g00225-mRNA,10,11,5,99,13,14,16,52,65
CaT2T02g00526-mRNA,19,44,26,218,106,73,60,421,402
CaT2T03g04414-mRNA,328,350,342,193,210,308,259,153,167
CaT2T05g00524-mRNA,26,28,44,51,86,55,57,29,51
CaT2T06g03022-mRNA,161,155,188,352,225,194,212,251,221
CaT2T07g02744-mRNA,28,14,28,72,121,75,65,58,47
CaT2T07g00577-mRNA,14,10,14,0,25,23,12,0,6
CaT2T05g00386-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g01959-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g05464-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g04734-mRNA,5,2,5,3,7,7,5,5,13
CaT2T09g00380-mRNA,0,0,7,18,0,3,5,16,13
CaT2T11g01326-mRNA,0,0,0,5,8,8,0,0,0
CaT2T02g03469-mRNA,97,120,55,108,147,158,192,105,86
CaT2T10g02447-mRNA,179,237,317,336,447,367,380,257,292
CaT2T05g01826-mRNA,111,117,180,277,372,333,218,302,235
CaT2T05g00485-mRNA,10,10,0,0,7,7,6,0,0
CaT2T01g05540-mRNA,0,0,0,0,0,0,0,0,0
CaT2T05g02061-mRNA,7,10,20,12,7,6,6,9,14
CaT2T09g01481-mRNA,23,22,20,39,26,24,30,25,18
CaT2T12g01140-mRNA,0,0,0,0,0,0,0,0,0
CaT2T07g03350-mRNA,2,0,0,0,7,1,4,3,0
CaT2T07g00877-mRNA,9,9,0,24,8,11,10,12,0
CaT2T05g03475-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g00446-mRNA,2,7,3,3,2,8,14,1,4
CaT2T03g04639-mRNA,13,6,9,22,11,18,18,8,11
CaT2T11g01540-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g00635-mRNA,23,33,38,27,38,35,55,14,17
CaT2T03g02225-mRNA,118,149,261,241,284,262,209,147,195
CaT2T03g00768-mRNA,57,93,110,206,184,153,109,178,152
CaT2T01g00857-mRNA,0,0,1,0,1,1,0,0,0
CaT2T11g00356-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g00378-mRNA,7,7,7,43,57,48,21,55,52
CaT2T06g03536-mRNA,0,0,0,0,0,0,0,0,0
CaT2T04g02198-mRNA,0,0,0,0,0,0,0,0,0
CaT2T08g01615-mRNA,27,14,25,9,0,15,19,11,8
CaT2T11g01701-mRNA,0,0,0,0,0,0,0,0,0
CaT2T10g00362-mRNA,135,162,193,285,298,285,226,265,236
CaT2T02g00140-mRNA,98,117,150,407,172,175,173,400,355
CaT2T08g02189-mRNA,156,233,245,321,346,273,335,286,239
CaT2T03g03014-mRNA,78,96,97,198,232,148,172,142,176
CaT2T02g02237-mRNA,5,5,0,7,6,5,11,0,0
CaT2T12g03710-mRNA,624,676,474,523,825,859,990,437,407
CaT2T02g03088-mRNA,0,0,0,3,0,0,0,0,3
CaT2T06g00725-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g01621-mRNA,0,0,4,151,2,12,4,154,162
CaT2T01g02150-mRNA,12,8,16,82,15,10,20,84,103
CaT2T10g00545-mRNA,106,121,118,262,188,122,128,176,132
CaT2T06g01797-mRNA,3,4,1,2,1,1,1,1,1
CaT2T05g00771-mRNA,0,0,0,0,0,0,0,0,0
CaT2T07g03169-mRNA,15377,15449,19423,17387,22575,23699,21353,10573,10488
CaT2T09g01534-mRNA,0,0,0,0,0,0,0,0,0
CaT2T11g02134-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g00885-mRNA,51,63,78,47,112,107,124,52,60
CaT2T05g01843-mRNA,116,147,274,637,183,181,194,435,393
CaT2T10g02117-mRNA,0,0,0,0,0,0,0,0,0
CaT2T06g00187-mRNA,0,0,0,0,0,0,0,0,0
CaT2T10g00777-mRNA,217,284,488,173,315,339,221,138,146
CaT2T05g01623-mRNA,39,75,81,170,87,118,126,111,140
CaT2T01g01291-mRNA,0,5,9,0,6,4,2,4,4
CaT2T07g01742-mRNA,263,246,219,201,219,288,306,174,145
CaT2T12g01287-mRNA,72,70,71,85,79,85,62,67,56
CaT2T03g00808-mRNA,2,0,15,0,9,8,24,4,3
CaT2T04g00824-mRNA,285,279,296,651,583,642,633,764,731
CaT2T03g02545-mRNA,122,196,212,198,333,349,371,154,126
CaT2T02g01118-mRNA,210,196,205,266,252,326,214,146,177
CaT2T05g01152-mRNA,25,19,17,28,30,32,49,48,35
CaT2T03g01135-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g02907-mRNA,21,23,15,95,19,19,20,50,41
CaT2T11g02429-mRNA,230,292,347,458,353,364,325,337,305
CaT2T04g03025-mRNA,0,0,0,0,0,0,0,0,0
CaT2T06g03212-mRNA,0,0,0,0,0,0,0,0,0
CaT2T05g02018-mRNA,0,0,0,0,0,0,0,0,0
CaT2T07g00620-mRNA,0,0,0,0,0,0,0,0,0
CaT2T06g01916-mRNA,40,66,22,35,36,97,61,37,28
CaT2T01g01571-mRNA,237,264,386,603,383,364,357,468,515
CaT2T12g01692-mRNA,110,92,122,262,220,169,200,210,256
CaT2T04g01449-mRNA,382,456,574,463,723,643,536,404,502
CaT2T04g02492-mRNA,98,121,143,429,266,250,315,371,331
CaT2T03g02410-mRNA,22,17,19,22,21,16,26,16,28
CaT2T12g00233-mRNA,46,83,79,152,140,91,96,145,109
CaT2T06g03475-mRNA,96,109,109,174,193,130,168,148,160
CaT2T08g00198-mRNA,3,0,0,10,4,5,5,0,5
CaT2T03g03256-mRNA,64,76,106,95,96,103,144,116,86
CaT2T03g01670-mRNA,28,34,53,62,60,76,101,44,37
CaT2T07g03006-mRNA,180,216,178,153,252,260,198,110,125
CaT2T02g00943-mRNA,301,412,327,1121,640,633,683,1047,976
CaT2T10g00022-mRNA,431,312,479,433,529,517,375,400,309
CaT2T06g00194-mRNA,0,0,0,0,0,0,0,0,0
CaT2T06g03687-mRNA,0,0,0,0,0,0,0,0,0
CaT2T07g02023-mRNA,8,19,9,168,92,104,116,198,189
CaT2T03g04772-mRNA,37,9,17,2,4,25,14,18,17
CaT2T12g01945-mRNA,64,106,141,2523,372,237,275,1312,1316
CaT2T04g01087-mRNA,0,0,0,0,0,0,0,0,0
CaT2T05g01295-mRNA,24,28,29,57,27,36,31,29,29
CaT2T06g00160-mRNA,663,802,804,1354,1180,1231,1299,1086,894
CaT2T12g00438-mRNA,559,349,655,967,1069,962,777,767,688
CaT2T12g00528-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g00164-mRNA,29,34,42,62,80,48,80,81,56
CaT2T08g01368-mRNA,214,348,301,324,337,388,384,371,288
CaT2T05g03250-mRNA,8,9,9,5,12,13,10,0,0
CaT2T09g00209-mRNA,0,0,1,4,8,3,1,0,0
CaT2T05g02814-mRNA,0,0,0,0,0,0,0,0,0
CaT2T09g03126-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g01927-mRNA,3,2,8,30,2,10,10,18,26
CaT2T01g03610-mRNA,321,318,357,298,342,420,419,315,238
CaT2T02g03455-mRNA,379,441,501,511,724,702,630,563,497
CaT2T09g01491-mRNA,232,280,368,549,591,544,407,477,494
CaT2T01g04080-mRNA,0,0,0,0,0,0,0,0,0
CaT2T10g02248-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g02945-mRNA,5,10,9,25,9,19,9,22,15
CaT2T06g01482-mRNA,23,38,45,12,57,28,43,9,15
CaT2T05g01362-mRNA,0,0,0,0,0,0,0,0,0
CaT2T11g02422-mRNA,0,0,0,4,0,2,0,0,2
CaT2T08g02078-mRNA,288,393,353,200,224,322,252,144,181
CaT2T12g01170-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g00054-mRNA,60,57,76,72,109,92,110,77,36
CaT2T08g00705-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g04558-mRNA,0,0,0,0,0,0,0,0,0
CaT2T08g03140-mRNA,54,74,110,333,145,119,108,302,318
CaT2T04g00577-mRNA,34,49,59,103,82,81,85,74,76
CaT2T09g00212-mRNA,85,58,99,92,155,180,132,125,106
CaT2T06g03772-mRNA,20,32,53,41,35,44,47,26,31
CaT2T10g02775-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g04429-mRNA,47,74,76,162,122,148,154,135,122
CaT2T07g00017-mRNA,0,0,0,0,0,0,0,0,0
CaT2T11g00218-mRNA,366,465,494,1023,1238,1034,998,879,811
CaT2T09g00304-mRNA,0,3,0,0,0,0,0,0,0
CaT2T08g03068-mRNA,304,294,254,462,512,449,582,508,450
CaT2T01g00611-mRNA,6,5,10,67,45,17,20,66,31
CaT2T06g00854-mRNA,310,279,244,176,132,211,235,108,124
CaT2T08g01715-mRNA,89,94,114,364,235,196,156,237,222
CaT2T07g02083-mRNA,0,0,0,0,0,0,0,0,0
CaT2T05g01108-mRNA,0,0,0,0,0,0,0,0,0
CaT2T07g00759-mRNA,0,0,0,0,0,0,0,0,0
CaT2T09g00377-mRNA,0,0,0,0,0,0,0,0,0
CaT2T05g00654-mRNA,0,0,0,0,0,0,0,0,0
CaT2T06g00544-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g00855-mRNA,17,35,32,36,50,39,54,31,26
CaT2T11g01108-mRNA,294,305,392,583,676,485,427,417,479
CaT2T02g02267-mRNA,118,135,139,157,206,222,160,165,172
CaT2T02g01861-mRNA,75,83,115,56,153,178,185,48,49
CaT2T03g03294-mRNA,2528,3687,3060,2553,3536,3714,3864,2727,2446
CaT2T06g01225-mRNA,0,0,0,12,0,0,0,0,0
CaT2T08g01801-mRNA,7,12,14,36,28,25,7,29,17
CaT2T05g01554-mRNA,64,69,76,74,141,123,90,39,37
CaT2T02g00915-mRNA,174,344,292,351,404,367,419,281,293
CaT2T08g01358-mRNA,320,315,297,1206,856,861,861,1053,963
CaT2T09g02449-mRNA,436,648,511,562,630,733,779,628,559
CaT2T08g00152-mRNA,421,514,370,420,328,530,484,371,385
CaT2T08g01545-mRNA,286,366,440,394,634,768,741,357,366
CaT2T11g02385-mRNA,0,0,0,0,0,0,0,0,0
CaT2T04g00446-mRNA,0,0,0,0,0,0,0,0,0
CaT2T07g02981-mRNA,7,7,14,14,0,11,0,0,4
CaT2T12g00702-mRNA,0,0,0,0,0,0,0,0,0
CaT2T09g00921-mRNA,0,0,0,0,0,0,0,0,0
CaT2T09g02499-mRNA,0,0,0,0,0,0,0,0,0
CaT2T04g01979-mRNA,20,28,50,57,47,18,37,29,45
CaT2T08g01681-mRNA,0,0,0,0,0,0,0,0,0
CaT2T04g02815-mRNA,0,0,0,0,0,0,0,0,0
CaT2T07g00034-mRNA,0,6,0,0,0,3,0,0,0
CaT2T10g02916-mRNA,0,0,8,0,6,13,8,3,0
CaT2T10g00827-mRNA,34,30,46,78,89,77,76,60,50
CaT2T03g01075-mRNA,0,2,3,0,0,0,2,4,3
CaT2T12g01335-mRNA,20,25,16,38,33,21,27,15,25
CaT2T12g01495-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g00917-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g04187-mRNA,0,0,0,0,0,0,0,0,0
CaT2T10g00475-mRNA,0,0,0,0,0,0,0,0,0
CaT2T07g01650-mRNA,131,123,185,202,274,193,171,177,182
CaT2T08g01726-mRNA,342,431,508,761,722,624,644,742,722
CaT2T09g01361-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g03681-mRNA,6,0,0,28,0,0,0,8,20
CaT2T10g00373-mRNA,65,89,74,206,91,86,151,63,78
CaT2T07g00047-mRNA,0,0,0,0,0,0,0,0,0
CaT2T06g03138-mRNA,114,124,107,199,207,206,126,163,141
CaT2T04g02974-mRNA,0,0,0,0,0,0,0,0,0
CaT2T04g01240-mRNA,198,200,205,502,352,291,279,626,502
CaT2T06g00606-mRNA,228,268,298,147,169,275,148,157,134
CaT2T08g02252-mRNA,465,496,662,1217,945,855,647,909,862
CaT2T03g02856-mRNA,0,0,0,0,0,0,0,0,0
CaT2T07g02479-mRNA,108,94,167,332,219,194,235,324,348
CaT2T05g00575-mRNA,137,138,118,132,159,156,197,127,86
CaT2T01g01348-mRNA,0,0,0,0,0,0,0,0,0
CaT2T07g00918-mRNA,205,256,341,413,448,359,373,276,375
CaT2T09g02356-mRNA,195,411,410,446,518,578,539,468,493
CaT2T06g00954-mRNA,43,77,60,74,64,78,68,83,61
CaT2T06g01592-mRNA,29,29,34,52,37,38,29,34,32
CaT2T05g01792-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g00050-mRNA,0,0,0,0,0,0,0,0,0
CaT2T09g01397-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g01968-mRNA,0,0,0,0,0,0,0,0,0
CaT2T04g02675-mRNA,0,0,0,0,0,0,0,2,0
CaT2T05g01602-mRNA,51,38,68,167,93,98,64,113,181
CaT2T09g02387-mRNA,1077,1325,1804,1783,1738,1800,2009,1623,1765
CaT2T01g05699-mRNA,0,0,0,1,0,0,0,0,0
CaT2T01g02837-mRNA,16,12,16,0,18,10,11,0,0
CaT2T04g00163-mRNA,14,10,0,50,24,23,29,38,31
CaT2T01g00494-mRNA,73,60,66,49,57,110,54,62,70
CaT2T03g00777-mRNA,0,0,0,0,0,0,0,0,0
CaT2T11g03287-mRNA,0,0,7,4,0,0,10,3,0
CaT2T11g01887-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g02186-mRNA,0,0,0,0,0,0,0,0,0
CaT2T05g00583-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g01250-mRNA,10,15,18,8,17,8,14,0,15
CaT2T04g00288-mRNA,0,0,0,18,4,0,2,7,0
CaT2T11g00943-mRNA,94,83,107,153,177,141,113,105,133
CaT2T01g01999-mRNA,0,0,0,6,0,3,0,0,0
CaT2T09g03036-mRNA,0,0,0,0,0,0,0,0,0
CaT2T06g00036-mRNA,85,70,87,135,120,118,96,85,108
CaT2T05g01639-mRNA,27,57,38,75,102,128,99,143,204
CaT2T08g03082-mRNA,347,432,416,413,434,457,605,448,417
CaT2T04g02574-mRNA,27,29,34,30,27,44,28,40,20
CaT2T02g00832-mRNA,4,9,0,607,18,7,21,53,48
CaT2T08g02186-mRNA,62,68,40,90,67,44,96,81,79
CaT2T07g01594-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g03701-mRNA,154,216,273,162,321,261,224,102,112
CaT2T11g00425-mRNA,26,42,32,29,35,33,73,28,22
CaT2T04g00359-mRNA,1078,1725,1403,2806,3018,2780,3310,2928,2650
CaT2T11g02168-mRNA,63,135,136,114,250,202,186,135,107
CaT2T09g01577-mRNA,0,0,0,0,0,0,0,0,0
CaT2T05g01891-mRNA,0,0,0,0,0,0,0,0,0
CaT2T06g01932-mRNA,0,0,0,0,2,0,0,1,0
CaT2T12g00732-mRNA,74,64,42,11,23,94,90,8,3
CaT2T08g00451-mRNA,138,138,225,4253,781,659,640,1774,1664
CaT2T03g00262-mRNA,0,4,0,5,9,0,8,0,5
CaT2T03g02089-mRNA,0,0,3,0,0,0,0,0,0
CaT2T02g02241-mRNA,5,0,7,52,16,19,11,69,61
CaT2T04g02721-mRNA,123,143,187,237,326,306,344,208,189
CaT2T02g02462-mRNA,4,0,0,12,4,6,8,0,0
CaT2T04g02509-mRNA,199,200,280,374,450,329,329,314,244
CaT2T03g04025-mRNA,0,0,8,24,8,6,5,11,19
CaT2T08g00730-mRNA,172,238,297,365,450,363,325,402,369
CaT2T09g02132-mRNA,0,0,0,0,0,0,0,0,0
CaT2T10g00253-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g03951-mRNA,7,20,22,39,35,31,41,34,32
CaT2T09g01100-mRNA,59,88,83,163,99,124,103,112,126
CaT2T04g00227-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g00730-mRNA,42,21,59,0,40,34,29,19,0
CaT2T11g02214-mRNA,775,833,812,795,1148,1417,1021,810,827
CaT2T03g01550-mRNA,0,0,0,0,0,0,2,0,0
CaT2T02g02938-mRNA,19,49,63,38,64,73,47,66,41
CaT2T11g02380-mRNA,0,0,0,0,0,0,0,0,0
CaT2T09g02989-mRNA,200,164,161,32,32,88,124,25,24
CaT2T08g02112-mRNA,210,176,171,609,372,409,356,516,492
CaT2T07g02748-mRNA,13,20,14,32,26,25,40,33,23
CaT2T08g02638-mRNA,22,38,47,113,83,58,61,88,80
CaT2T04g00415-mRNA,0,0,0,0,0,0,0,0,0
CaT2T09g00931-mRNA,0,0,0,0,0,0,0,4,0
CaT2T10g00964-mRNA,105,84,108,108,289,264,257,80,89
CaT2T04g02411-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g02212-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g04354-mRNA,0,0,0,0,0,0,0,0,0
CaT2T08g00773-mRNA,4,5,0,0,0,8,0,0,0
CaT2T01g05393-mRNA,129,205,249,395,322,297,331,383,366
CaT2T02g00979-mRNA,0,0,7,0,5,0,5,0,0
CaT2T12g00668-mRNA,148,104,120,116,145,147,157,101,86
CaT2T01g03786-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g03286-mRNA,39,41,33,270,154,107,105,276,265
CaT2T01g01471-mRNA,0,0,0,0,0,0,0,0,0
CaT2T05g00206-mRNA,0,7,0,20,8,8,3,12,17
CaT2T01g04772-mRNA,6,0,0,0,0,5,0,0,0
CaT2T02g00289-mRNA,288,379,429,319,417,389,426,364,305
CaT2T05g01345-mRNA,44,59,86,95,111,101,113,73,64
CaT2T08g02307-mRNA,307,259,308,714,541,459,477,587,657
CaT2T01g00437-mRNA,250,360,463,692,553,389,492,515,514
CaT2T01g03305-mRNA,633,663,490,339,450,629,584,431,296
CaT2T03g00017-mRNA,125,139,198,133,234,203,138,124,121
CaT2T04g00629-mRNA,16,18,29,302,59,26,31,72,65
CaT2T08g02127-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g00965-mRNA,26,23,28,46,44,61,55,51,62
CaT2T05g02932-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g02022-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g03521-mRNA,24,11,28,42,35,28,47,20,32
CaT2T09g00297-mRNA,5,16,9,4295,350,164,277,1869,1678
CaT2T07g01509-mRNA,2,0,0,0,4,3,0,0,0
CaT2T11g00008-mRNA,0,0,0,0,0,0,0,0,0
CaT2T04g02467-mRNA,0,0,0,0,0,0,0,0,0
CaT2T07g02863-mRNA,31,16,47,21,0,29,25,0,12
CaT2T03g00755-mRNA,74,94,115,30,56,99,62,55,25
CaT2T05g01450-mRNA,35,30,38,396,106,85,111,344,384
CaT2T01g04722-mRNA,0,0,0,0,0,0,0,0,0
CaT2T04g03051-mRNA,36,40,51,59,43,71,83,56,34
CaT2T09g03082-mRNA,0,3,0,0,0,3,0,0,0
CaT2T12g01263-mRNA,62,67,100,55,106,80,101,50,52
CaT2T03g00838-mRNA,238,307,222,255,263,305,331,240,217
CaT2T03g04621-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g04391-mRNA,0,6,3,85,19,6,18,71,58
CaT2T11g00517-mRNA,160,154,202,265,295,241,334,204,237
CaT2T01g02108-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g04367-mRNA,188,254,295,326,383,351,320,431,358
CaT2T01g02855-mRNA,0,0,0,0,0,0,0,0,0
CaT2T07g03308-mRNA,39,51,154,65,72,67,63,67,85
CaT2T02g00064-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g00605-mRNA,0,6,0,33,5,8,0,0,0
CaT2T08g00207-mRNA,0,5,0,86,23,26,9,98,100
CaT2T09g00259-mRNA,23,23,23,31,43,32,33,31,25
CaT2T05g01982-mRNA,0,0,0,0,0,0,0,0,0
CaT2T06g03629-mRNA,66,69,119,113,108,137,90,78,52
CaT2T01g05640-mRNA,0,0,0,3,4,3,2,2,0
CaT2T12g02595-mRNA,236,225,354,578,647,432,412,388,413
CaT2T09g02535-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g04077-mRNA,421,501,554,342,402,567,460,299,273
CaT2T01g04865-mRNA,5,11,7,0,8,18,12,23,8
CaT2T08g01324-mRNA,0,3,0,30,0,0,0,0,9
CaT2T11g01866-mRNA,9,18,34,31,22,23,18,31,28
CaT2T02g02106-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g02699-mRNA,41,32,30,48,23,20,41,28,43
CaT2T02g00195-mRNA,0,0,0,0,0,0,0,0,0
CaT2T04g00637-mRNA,0,0,0,0,0,0,0,0,0
CaT2T06g00768-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g05134-mRNA,3,0,0,0,0,5,0,3,0
CaT2T08g02322-mRNA,17,32,48,44,59,48,38,43,40
CaT2T02g03793-mRNA,207,276,323,609,451,505,424,409,427
CaT2T12g01559-mRNA,15,27,39,41,30,25,23,37,35
CaT2T03g00382-mRNA,457,657,758,536,605,621,590,380,341
CaT2T02g00397-mRNA,3,4,15,5,10,0,4,0,0
CaT2T08g03214-mRNA,52,43,61,73,76,76,65,43,63
CaT2T01g01242-mRNA,0,0,0,0,0,0,0,0,0
CaT2T09g03144-mRNA,34,47,38,65,52,85,86,78,47
CaT2T03g04075-mRNA,106,162,113,115,148,132,162,79,101
CaT2T01g00684-mRNA,0,0,0,0,0,0,0,0,0
CaT2T10g02932-mRNA,0,11,9,15,12,14,0,13,9
CaT2T08g00191-mRNA,0,0,0,0,2,0,0,0,0
