transcript_id,SRR24630893,SRR24630894,SRR24630896,SRR24630912,SRR24630913,SRR24630914,SRR24630931,SRR24630932,SRR24630933,SRR24630947,SRR24630948,SRR24630949,SRR24630967,SRR24630968,SRR24630969,SRR24630977,SRR24630978,SRR24630979,SRR25031738,SRR25031739,SRR25031740
CaT2T02g03671-mRNA,117,80,121,152,166,153,588,398,525,134,137,117,354,377,342,568,637,350,6,4,12
CaT2T04g02424-mRNA,1138,917,1026,986,1424,1446,7426,4331,6299,1300,1615,1472,3687,3808,3471,5391,6185,4937,93,118,132
CaT2T01g00122-mRNA,260,169,140,159,285,341,1019,291,609,361,402,385,356,417,342,679,578,626,19,11,35
CaT2T12g02112-mRNA,117,72,71,136,130,115,447,325,432,84,71,62,183,167,170,291,402,359,12,12,9
CaT2T05g00529-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T11g02378-mRNA,103,157,194,152,201,129,1670,1072,1434,174,227,168,373,458,296,1115,1637,1364,23,40,23
CaT2T01g04596-mRNA,167,28,19,289,289,121,249,126,239,26,23,35,171,222,195,184,117,138,3,11,5
CaT2T11g01177-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T10g01084-mRNA,35,8,6,537,844,124,87,33,38,31,43,25,1437,1498,1355,66,29,35,2,0,2
CaT2T07g03250-mRNA,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,0,0,0,0
CaT2T12g02296-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g01693-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g00735-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g00224-mRNA,8,7,8,7,20,12,114,36,48,23,15,25,46,40,49,45,97,41,3,0,0
CaT2T07g02278-mRNA,0,0,10,0,0,6,9,0,11,0,0,0,0,0,5,13,0,10,0,0,0
CaT2T10g02000-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g04993-mRNA,1399,1097,1041,1227,1948,1421,5522,2788,4735,1212,1316,1244,2577,2783,2170,3637,4362,3541,161,224,193
CaT2T11g00725-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g01176-mRNA,0,0,0,0,0,0,12,7,15,8,3,4,0,7,0,14,26,26,0,0,0
CaT2T01g03477-mRNA,17,6,8,9,11,12,24,15,10,5,4,5,6,0,0,18,33,18,0,0,0
CaT2T07g00734-mRNA,104,123,119,62,88,115,987,584,735,214,123,105,182,188,164,712,828,664,6,6,3
CaT2T09g01451-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g03798-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T12g01641-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g02002-mRNA,8,0,0,8,0,0,33,10,21,0,0,4,12,10,0,28,14,12,0,0,0
CaT2T06g03081-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g01311-mRNA,77,50,50,136,188,195,130,92,107,8,12,0,78,76,85,94,88,55,0,0,0
CaT2T07g00542-mRNA,445,321,314,632,574,527,1924,1157,1766,571,535,516,1085,1124,1026,1503,1822,1385,52,46,39
CaT2T09g00066-mRNA,30,44,29,9,21,17,298,295,267,37,45,39,0,8,10,301,390,281,5,7,10
CaT2T03g03158-mRNA,0,0,3,3,3,0,23,17,28,0,5,0,0,4,0,18,15,18,0,0,0
CaT2T06g00070-mRNA,19,15,13,18,13,22,191,104,128,25,31,18,49,39,30,131,158,121,4,4,7
CaT2T12g02600-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T11g00381-mRNA,0,7,7,8,0,6,41,15,25,3,7,10,4,8,0,24,18,19,0,0,0
CaT2T01g00995-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g04925-mRNA,244,240,188,236,316,343,1528,948,1387,202,231,252,378,375,352,1074,1458,1239,26,45,52
CaT2T07g02025-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T09g02216-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g03318-mRNA,16,0,0,0,0,0,13,1,9,0,5,6,6,0,2,28,20,30,0,0,0
CaT2T07g00837-mRNA,6145,9634,9526,872,1434,1528,103188,73142,104320,7486,7798,7944,399,402,369,82734,111576,76459,1157,1566,654
CaT2T12g01643-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T05g01722-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
CaT2T11g00024-mRNA,244,258,268,188,283,355,1929,730,1530,470,426,452,1117,1172,1032,1173,1381,963,37,46,43
CaT2T08g03027-mRNA,0,0,3,0,3,0,17,0,3,8,4,0,0,4,0,12,4,3,0,0,0
CaT2T05g00172-mRNA,628,541,419,581,739,871,2255,1659,2448,382,515,441,2403,2772,2140,2030,2418,2011,24,35,31
CaT2T05g00328-mRNA,44,36,11,47,45,33,26,23,37,53,24,24,12,26,35,30,39,44,0,3,0
CaT2T09g01310-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g06029-mRNA,9852,13899,12650,4320,2997,8662,75962,60808,73828,8621,9965,9511,660,698,609,72112,95460,67302,709,795,874
CaT2T06g01350-mRNA,24,15,24,155,292,59,33,26,36,17,15,21,814,782,715,27,31,36,0,0,0
CaT2T09g03014-mRNA,250,204,200,206,162,239,1264,747,1183,184,212,221,386,383,321,755,1086,747,21,23,16
CaT2T05g01302-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g00272-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g05592-mRNA,9,15,14,18,29,0,192,107,188,18,24,14,46,69,47,88,135,158,0,0,1
CaT2T07g03094-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g02713-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g00666-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
CaT2T12g02171-mRNA,5,3,0,14,10,1,882,631,869,737,573,539,1634,1715,1527,822,1093,669,2,0,4
CaT2T03g02794-mRNA,203,236,217,150,205,238,836,459,659,249,214,224,276,304,324,500,690,505,6,15,13
CaT2T07g02370-mRNA,161,126,135,188,157,200,1716,1203,1542,137,124,149,121,135,94,1418,1501,1321,49,42,65
CaT2T01g04206-mRNA,362,295,274,438,476,515,925,663,897,213,298,231,261,265,238,697,758,732,33,23,37
CaT2T01g00435-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g02833-mRNA,22,17,19,8,23,15,78,26,77,13,14,5,6,15,13,56,81,36,0,0,0
CaT2T11g02010-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T12g01212-mRNA,0,3,0,2,5,0,3,4,4,2,0,1,4,5,3,7,12,4,0,2,0
CaT2T02g03801-mRNA,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,12,7,0,0,0
CaT2T01g03751-mRNA,0,5,0,2,0,0,5,0,4,0,0,0,0,0,0,11,0,2,0,0,0
CaT2T08g02464-mRNA,10,7,6,1,5,4,31,26,32,0,6,1,0,0,0,47,34,16,0,2,0
CaT2T06g01720-mRNA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
CaT2T01g06042-mRNA,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g03385-mRNA,271,372,318,276,239,288,2392,1556,2576,325,335,326,229,219,196,2215,2534,1809,58,47,65
CaT2T01g02062-mRNA,183,176,202,97,160,164,1146,811,1234,136,148,182,88,105,95,839,992,969,34,49,50
CaT2T11g01265-mRNA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0
CaT2T04g00262-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0
CaT2T10g01090-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T05g01978-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g01772-mRNA,52,24,19,51,0,31,245,251,332,115,121,133,0,0,0,135,258,253,22,21,39
CaT2T09g02928-mRNA,102,65,74,66,109,100,620,412,599,58,82,97,175,216,140,530,519,393,6,4,5
CaT2T03g02819-mRNA,73,69,57,262,302,266,34,10,14,48,76,51,692,725,583,7,0,7,0,0,3
CaT2T10g01893-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g02847-mRNA,591,545,520,460,627,616,3291,2006,3014,478,403,461,672,693,702,2691,3098,2493,57,76,64
CaT2T01g02126-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g00556-mRNA,23,18,16,30,32,17,127,86,148,20,26,15,31,30,34,123,122,156,2,0,0
CaT2T02g03913-mRNA,0,0,0,3,5,3,0,0,0,0,0,0,4,2,6,4,0,7,0,0,0
CaT2T09g01235-mRNA,93,69,80,113,140,121,603,365,646,122,146,86,363,358,353,576,694,438,27,15,17
CaT2T09g03150-mRNA,202,215,225,280,202,204,1820,986,1453,236,238,244,264,213,236,1141,1324,1206,46,41,35
CaT2T01g04572-mRNA,47,108,59,57,100,61,762,411,503,84,111,49,83,82,56,436,763,502,13,16,20
CaT2T03g02436-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g03397-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T05g01375-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T09g03046-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T11g00353-mRNA,68,61,95,91,81,93,634,435,547,74,85,90,127,198,144,404,617,435,0,13,0
CaT2T06g00496-mRNA,7,12,12,50,61,60,20,5,5,7,12,12,114,129,114,6,5,4,2,6,7
CaT2T03g01680-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T11g01492-mRNA,51,54,33,31,46,86,232,160,237,41,41,46,42,41,55,175,193,156,7,0,7
CaT2T04g00118-mRNA,351,233,216,1039,1089,781,760,432,636,292,380,335,411,460,399,723,770,597,20,29,24
CaT2T12g03704-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g00196-mRNA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g01510-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T10g00184-mRNA,0,0,0,0,0,0,0,0,4,0,2,0,12,18,15,3,0,0,0,0,0
CaT2T04g02918-mRNA,59,83,61,47,84,97,246,198,348,22,13,11,0,0,7,199,348,248,0,0,0
CaT2T01g02719-mRNA,215,215,190,236,269,322,1109,526,905,223,229,179,466,444,401,831,968,718,11,15,21
CaT2T12g00864-mRNA,0,2,9,9,18,6,6,13,9,0,0,0,2,6,4,19,9,3,2,2,0
CaT2T04g02780-mRNA,10,5,8,19,12,24,18,8,38,16,24,6,18,18,25,17,0,13,0,0,0
CaT2T11g02043-mRNA,39,46,61,58,50,31,327,160,215,57,42,46,51,46,34,263,278,206,13,8,22
CaT2T11g02296-mRNA,2,11,0,3,0,0,19,23,22,0,0,0,0,0,0,22,30,25,0,1,0
CaT2T11g00351-mRNA,56,38,37,62,85,83,492,283,410,54,60,94,91,98,89,320,385,323,14,10,18
CaT2T02g00027-mRNA,463,487,378,325,329,343,1723,1189,1736,305,295,282,91,140,85,1399,2175,1506,38,38,23
CaT2T04g01023-mRNA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g03052-mRNA,18,0,3,21,25,45,0,3,5,0,0,3,4,0,0,14,4,0,0,0,0
CaT2T04g00852-mRNA,2009,3333,3118,713,835,1534,23780,20163,23727,2215,2532,2303,598,656,454,22150,30555,23217,118,156,74
CaT2T09g00787-mRNA,16,49,22,14,13,18,297,142,250,11,26,7,6,4,10,158,193,165,5,0,0
CaT2T06g02562-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g02227-mRNA,632,430,350,694,871,723,3576,2124,3096,453,527,531,1206,1319,1212,2818,2994,2616,33,50,27
CaT2T05g01393-mRNA,387,343,329,352,319,592,1638,741,1222,264,266,274,173,178,154,1011,1140,993,21,21,33
CaT2T07g01659-mRNA,15,13,9,30,34,14,79,52,45,28,16,18,26,53,30,50,72,57,3,0,0
CaT2T08g02173-mRNA,0,0,0,0,0,0,13,12,11,1,0,5,4,0,0,17,14,10,0,0,0
CaT2T05g02034-mRNA,0,2,0,0,0,0,4,3,7,0,0,2,2,3,0,4,4,0,0,0,0
CaT2T03g05117-mRNA,91,99,94,600,964,198,592,265,630,125,117,139,2309,2380,2237,489,470,363,10,6,12
CaT2T01g04086-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g04612-mRNA,31,6,8,127,186,95,2,0,0,3,8,17,154,147,136,0,0,0,2,1,0
CaT2T03g04839-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g03009-mRNA,91,88,73,55,106,74,654,311,533,96,77,67,163,123,90,406,521,425,0,6,0
CaT2T11g02269-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T12g00513-mRNA,0,0,0,2,0,0,0,4,3,0,0,0,0,0,0,0,3,3,0,0,0
CaT2T01g00034-mRNA,583,581,476,571,893,811,2944,1488,2485,537,539,488,1591,1697,1567,2027,2390,1682,31,46,48
CaT2T05g01867-mRNA,187,174,147,124,178,162,1308,756,1142,158,162,149,122,125,57,1031,1284,872,21,37,21
CaT2T01g00841-mRNA,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,5,0,0,0,0
CaT2T03g03233-mRNA,9,14,11,14,6,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
CaT2T02g00874-mRNA,71,43,38,89,103,78,258,132,217,48,46,28,15,16,8,197,213,213,0,0,0
CaT2T11g00176-mRNA,10,16,3,41,63,16,77,28,74,16,30,21,51,51,31,51,88,76,3,3,0
CaT2T10g03220-mRNA,2,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,4,0,0,0,0
CaT2T12g01474-mRNA,174,109,110,189,288,197,591,239,440,153,124,138,248,273,206,381,439,385,13,17,9
CaT2T11g00230-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g01908-mRNA,267,242,277,431,356,412,3371,1700,2870,365,437,399,865,830,720,2508,2760,2361,53,73,86
CaT2T01g00281-mRNA,106,115,68,175,229,139,294,145,268,97,128,118,87,112,103,137,226,195,20,25,21
CaT2T11g00440-mRNA,129,119,119,72,139,136,929,529,912,186,173,148,202,207,131,611,881,729,7,25,19
CaT2T01g00901-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T09g01596-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g03642-mRNA,3,0,0,0,3,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0
CaT2T11g01750-mRNA,42,16,40,25,32,21,1230,757,1193,161,183,150,13,18,12,1405,1630,1014,17,15,11
CaT2T01g00296-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g01560-mRNA,184,183,184,143,132,191,1620,1041,1340,209,237,265,177,143,149,1237,1431,1203,17,19,8
CaT2T12g01683-mRNA,0,0,0,0,0,0,6,4,12,0,0,10,0,0,0,0,6,3,0,0,0
CaT2T12g00901-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g01798-mRNA,32,34,18,19,25,48,416,276,378,67,45,58,11,11,16,300,403,312,7,10,7
CaT2T05g01168-mRNA,7,14,12,5,0,24,0,7,3,6,10,0,16,25,17,0,0,8,10,11,0
CaT2T09g02232-mRNA,1068,1031,902,538,797,1042,11543,5665,8976,2051,2143,1848,591,649,555,8661,9956,8748,165,217,146
CaT2T01g03708-mRNA,36,29,34,54,64,115,15,7,13,19,8,2,34,32,20,9,11,2,0,2,0
CaT2T08g01493-mRNA,74,90,109,27,79,83,410,237,381,114,100,87,76,93,90,495,559,329,7,9,8
CaT2T04g02979-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T11g01418-mRNA,44,36,47,90,101,92,293,254,323,61,49,42,304,369,341,287,316,204,3,0,7
CaT2T12g01191-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T11g00686-mRNA,31,26,21,29,32,39,400,227,272,28,16,30,41,38,32,257,302,255,7,8,14
CaT2T09g02559-mRNA,611,495,384,257,327,437,3411,4240,3124,195,189,182,946,940,912,4216,5466,3002,50,35,161
CaT2T01g01562-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g00937-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
CaT2T06g00350-mRNA,314,206,248,220,263,304,1514,864,1334,359,229,334,238,220,229,1323,1112,927,51,34,39
CaT2T11g00634-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g00955-mRNA,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,1,5,0,0,0
CaT2T07g02459-mRNA,69,72,54,17,31,74,423,258,317,50,42,54,34,37,32,290,476,308,7,0,7
CaT2T08g01705-mRNA,0,0,7,0,0,0,24,11,27,0,0,0,0,0,0,31,46,12,0,0,0
CaT2T02g01935-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
CaT2T10g01118-mRNA,10,18,0,13,10,8,376,229,458,7,13,17,8,9,9,308,425,347,7,5,7
CaT2T02g01943-mRNA,2,3,6,3,5,7,8,0,0,8,8,0,4,4,8,0,12,6,2,0,2
CaT2T01g05719-mRNA,0,10,10,3,3,0,36,11,21,9,6,6,0,7,5,13,25,16,5,0,0
CaT2T03g02657-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T05g00459-mRNA,76,70,71,46,119,114,486,212,406,65,69,72,223,246,163,278,371,271,0,9,6
CaT2T11g02428-mRNA,261,396,366,128,127,276,4361,2869,4491,331,405,367,43,62,37,3553,4681,3107,25,24,32
CaT2T02g00992-mRNA,11,15,16,0,0,7,126,94,145,7,9,7,4,18,11,99,163,83,0,0,0
CaT2T03g03035-mRNA,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,3,0,0,0
CaT2T09g00120-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T12g03649-mRNA,0,0,0,0,0,0,7,4,0,0,0,1,0,0,0,0,2,3,0,0,0
CaT2T09g01506-mRNA,222,206,168,163,193,209,999,739,935,216,206,226,393,365,398,1024,1102,734,6,19,10
CaT2T01g04229-mRNA,524,560,571,598,637,758,4880,2319,3803,878,981,988,2203,2362,2232,2828,3779,2843,63,72,60
CaT2T03g01928-mRNA,0,0,0,0,0,0,4,0,0,0,0,0,15,7,13,0,8,0,0,0,0
CaT2T06g02617-mRNA,64,63,79,37,47,49,240,230,260,53,57,47,42,93,41,234,286,242,0,0,0
CaT2T06g01217-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T09g01132-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g00379-mRNA,11,7,2,15,4,5,1,15,14,4,6,0,11,6,7,11,9,11,0,1,0
CaT2T01g01340-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g03052-mRNA,193,168,194,195,265,223,1518,837,1154,211,284,225,476,474,363,1133,1228,872,14,11,16
CaT2T03g01756-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g00818-mRNA,11,7,16,0,4,0,64,64,48,11,20,43,0,0,3,73,84,56,0,3,0
CaT2T05g03215-mRNA,522,567,577,341,307,494,2899,1848,3010,499,328,356,169,141,147,2294,3123,2569,112,103,83
CaT2T03g04191-mRNA,130,106,122,317,628,307,311,159,342,88,102,128,1207,1363,1049,278,271,191,14,0,0
CaT2T08g01503-mRNA,0,0,2,0,3,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g01385-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g01555-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T11g00543-mRNA,10,50,29,8,3,24,454,183,334,47,67,51,15,9,9,292,302,407,11,20,10
CaT2T02g01915-mRNA,776,925,889,1480,1761,2341,4488,1925,3194,486,456,452,3342,3434,3104,2659,2410,2012,19,26,29
CaT2T09g01248-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g02566-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
CaT2T02g03930-mRNA,423,375,416,515,574,539,2593,1330,2233,466,497,450,1269,1278,1123,1863,2322,1938,58,50,61
CaT2T06g03355-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
CaT2T01g01461-mRNA,14,18,6,18,14,7,89,63,65,15,21,16,18,17,13,56,79,48,3,0,0
CaT2T07g01498-mRNA,219,205,151,185,261,247,1061,574,922,139,150,169,365,397,260,810,974,692,17,27,20
CaT2T09g02640-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g00873-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g02533-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g00588-mRNA,49,71,54,29,18,24,178,224,310,73,61,78,27,22,32,300,377,203,0,0,0
CaT2T02g02291-mRNA,4,5,0,0,3,3,15,5,11,0,0,0,0,3,6,0,0,11,0,0,0
CaT2T02g00320-mRNA,149,157,178,113,112,178,803,489,872,180,120,112,238,236,171,639,975,679,25,18,10
CaT2T08g02227-mRNA,671,691,700,484,375,580,4462,3035,4392,605,555,577,351,375,308,3523,4553,3834,112,119,77
CaT2T02g02097-mRNA,96,138,174,72,56,63,847,854,1195,117,143,124,152,209,183,953,1738,993,43,42,79
CaT2T07g00250-mRNA,39,56,53,38,12,30,1086,695,1220,11,21,10,2,0,0,711,728,636,6,3,1
CaT2T07g02288-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g02920-mRNA,50,85,64,105,79,70,622,416,635,88,76,70,111,131,78,486,655,595,24,15,23
CaT2T03g04225-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g03173-mRNA,352,298,223,424,533,410,1559,851,1480,395,473,353,1121,1137,1040,1134,1056,737,23,21,23
CaT2T06g01537-mRNA,60,95,95,83,54,149,235,164,186,43,75,45,385,423,348,184,266,145,20,25,15
CaT2T06g02992-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g02924-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
CaT2T05g00692-mRNA,121,96,89,95,66,94,509,292,623,75,103,143,147,160,95,444,527,418,15,15,37
CaT2T06g02632-mRNA,30,10,17,9,20,20,68,60,96,23,15,16,23,11,12,80,105,63,2,6,6
CaT2T10g02777-mRNA,43,45,21,35,45,64,393,177,335,142,156,121,122,154,142,280,335,235,0,0,0
CaT2T06g00860-mRNA,0,14,10,10,11,13,0,0,4,10,15,12,67,88,44,3,0,0,0,0,0
CaT2T10g00117-mRNA,100,97,101,120,161,159,370,238,400,78,100,86,242,278,228,425,357,367,0,0,12
CaT2T07g02745-mRNA,46,36,42,22,22,35,359,158,294,53,85,68,38,53,25,252,347,290,0,10,9
CaT2T01g02720-mRNA,0,3,3,0,3,3,0,13,6,5,3,7,3,0,0,4,1,7,1,0,0
CaT2T07g01522-mRNA,5,0,5,5,6,5,388,128,252,14,0,10,5,0,5,204,257,200,8,0,0
CaT2T02g01143-mRNA,8,0,0,9,0,0,54,13,16,5,10,3,0,6,0,55,24,32,0,0,0
CaT2T02g02278-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T05g01529-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g03139-mRNA,0,0,6,0,0,11,25,17,22,10,6,0,48,65,47,37,24,0,0,0,0
CaT2T10g02723-mRNA,0,0,0,0,0,0,29,22,33,0,0,0,0,0,0,23,12,29,0,0,0
CaT2T03g02325-mRNA,341,266,269,182,319,352,1647,1100,1560,347,317,316,411,508,424,1612,1882,1061,35,29,18
CaT2T01g03955-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T11g00468-mRNA,442,221,171,284,274,347,1441,768,1243,813,788,680,339,295,318,1109,1580,1310,34,33,53
CaT2T03g05173-mRNA,26,5,15,13,27,26,235,117,164,10,21,23,53,56,48,151,126,140,6,0,0
CaT2T06g00923-mRNA,0,0,0,0,0,0,38,26,34,0,0,0,0,0,0,18,26,11,0,0,0
CaT2T11g02249-mRNA,0,0,3,3,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,2
CaT2T02g00968-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
CaT2T12g03882-mRNA,60,84,51,72,98,80,274,121,289,91,85,69,189,191,207,212,254,170,10,5,14
CaT2T07g01493-mRNA,72,59,27,87,103,102,363,255,357,62,69,39,126,163,137,307,281,311,7,6,17
CaT2T12g00053-mRNA,5,5,8,0,7,5,33,20,43,0,5,0,12,6,12,16,20,17,0,0,0
CaT2T01g00935-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g03615-mRNA,27,23,15,21,24,50,76,99,60,36,35,46,221,211,180,96,101,33,0,0,0
CaT2T02g03063-mRNA,54,48,50,57,52,41,134,38,113,93,67,114,22,16,11,60,59,88,0,0,0
